original_id,original
3756,"Jean Jolion unnd syn sohn Il s’agit de Jean Jolion , le Jeune."
3757,", der von Pierre Giliet Cet homme sera jugé en tant que hexenmeister unnd sodomitischer in der bestialitet et condamné au bûcher le 22 novembre 1647 à Corbières."
3758,"Voir StAFR, Ratsmanual 198 (1647), S. 472, 483, 489, 496, 504–505, 537 ."
3759,Son cas n’est pas documenté dans les Thurnrodel car son procès semble avoir été entièrement mené à Corbières .
3760,"von Corbers angeben worden, sollen zu Corbers confrontiert unnd von dannen härgefürt werden."
3761,"Landvogt von Corbers schrybt, daß er mit der hinrichtung des Pierre Giliets , der sich in den todt unnd marter sonst willig ergeben, grossen kosten gehabt."
3762,"Dan vill sind angegeben worden, die er ynziechen lassen."
3763,"Pflegt raths, ob er die entschlagne ledigen solle, unnd wessen er sich mit dem kosten zu verhalten habe."
3764,"Umb den kosten des hinge richten soll h landtvogt solche uffzeichnen unnd mit synem vatter härschicken, mit demme man daruß reden wirdt."
3765,"Diejenigen, welche entschlagen worden, wan sie ohne das nit verdacht sind, ledig ohne kosten."
3766,"Die andere aber, welche erhalten unnd bestättiget, was ihrentwegen an kosten uff gangen , soll ab ihren gütteren bezalt, wider dieselbe in quiriert werden, sie zu rechtfertigen ."
3767,"Findt er etwas nüws wider den alten Jolion sydt dem ersten examen , berichte auch."
3768,"Gefangne Jean Jolion , der müller von Fawernach , unnd syn sohn Gemeint ist Jean Jolion , der Junge."
3769,", die von Pierre Giliet angeben worden, sollen uber der sohn soll uber das examen erfragt unnd mit dem seil lär uffzogen werden."
3770,Der vatter unnd Annilli Piccand Die Anklagepunkte gegen Annili Piccand sind unklar.
3771,Sie wird später freigelassen.
3772,SSRQ FR I/2/8 133.21-1 .
3773,biß zu syner rechtfertigung yngestelt.
3774,"Gefangne Jean Jolions sohn Gemeint ist Jean Jolion , der Junge."
3775,", weßwegen die herren des gerichts etwas bedenckens finden, alß wäre nit gnugsame matery verhanden, ihne an das läre seil zu schlagen."
3776,Soll für ein mahl sim pliciter über das examen befragt werden.
3777,Proces Fawernach Ce passage concerne le procès mené contre Madeleine Gillet-Richod .
3778,Voir SSRQ FR I/2/8 132.2-1 .
3779,"Jean Jolion , der müller zu Fawernach , auch der strud lery wegen yngezogen, wider den soll man fürfahren , wie mit der vorigen Diese sollte mit dem leeren Seil gefoltert werden."
3780,"Jaquemard , 3 ten decembris 1647 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
3781,"Hr Reynoldt , junker von Torny Techterman , Schaller Des Granges , Vonderweydt Ce passage concerne un autre individu."
3782,Ibidem im Crotton Solvit .
3783,"Jean Jolyon le jeusne , fils du meusnier de Farvagnye , qui a esté accusé par le supplicié de Corbierez Il s’agit de Pierre Gillet ."
3784,Voir SSRQ FR I/2/8 133.16-1 .
3785,"d’avoir esté a la secte avec luy au Gybliaux , dit en premier n’estre aucunement sorcier , et que ce pauvre malheureux l a u y faict faux et mechament tort, sçachant bien, avec l’ayde de Dieu, qu’il n’est aucunement attaint du sortilege ; qu’il se constera pas qu’il soit sorty de nuict, que pour aller au moullin tout joing nant la maison ; ne sçavoir aucun secret pour faire retrouver les choses perdues."
3786,"Bien est il vray que Niclaud Berset , qui disoit avoir perdu sa fraise sous un cerisier, le vient un jour prier d’arrester la rue du moullin, et permettre de mettre un chandelle allumee dans la lanterne du moullin, ce qu’il ne luy voullut permettre, que au preallable il sceut pourquoy, mais luy ayant dit le subject, il alla sans mal penser arrester la rue et laissa mettre dite chandelle dans la , puis il remit l’eau sur la rue, jusques a tant qu’elle fust bruslee et esteinte."
3787,"Ledit Berset , a ce qu’il luy dit, avoir par aprés trouvé sa fraise."
3788,"La femme de Jaques Villet , qui avoit perdu certain argent qu’elle retrouva, en avoir faict de mesme, et luy promis recompense s’il per mettroit faire comme ledit Berset , ce qu’il luy accorda sans estre aucunement recompensé."
3789,"Luy le detenu lors que il se perdoit quelque chose dans leur maison, avoir aussy voullu esprouver ceste science, mais que ce fust en vain, sans aucun effect, tellement qu’il n’y adjousta point de foy."
3790,"Concernant la jument qui s’estoit esgaree sans sçavoir, l’espace de huict jours , ou elle estoit devenue, dit l’avoir cherchee a Iverdon , La Sauge L’identification du lieu est incertaine."
3791,"Il pourrait s’agir de La Sauge , située sur la route allant d’Yverdon à Sorens."
3792,"et autres passages, et par aprés trouvee a Sorrens , ou ce que le serviteur de Chassot l’avoit enserree dans l’escurie, et par aprés laissé courir aux gistes dudit lieu, ou ce qu’ils la trouverent."
3793,"Enquis s’il n’a esté chez Tichtli Cler et, faisant l’amour, luy tatté les tettons, dit y avoir vrayment esté, mais en bien et honneur, et luy tatté les mammelles au jardin, ou ce qu’il luy dit si elle le voulloit en mariage ; a quoy elle repartist qu’ouy, a la reserve touttefois que ses parens en feussent contents."
3794,"S’estre ainsy separé sans luy occasioner aucun mal aux tetons, ny faire semblant de la voulloir forcer, ny chercher en deshonneur, s’asseurant bien qu’elle ne le dira pas."
3795,"Et en cor qu’il luy soit 3 ou 4 ans aprés advenu quelqu’incommodité a ses mammelles, n’ayant peu, par manque des embouchures et tettons, allaictant ses enfants, n’en estre aucunement la cause ; n’avoir jamais songé a luy nuire, ny a personne que soit."
3796,"Estant en oultre demandé s’ il n’avoit cogneu charnellement Magdelaine Ser moud , et par aprés ehu affaire avec la tante d’icelle ?"
3797,"Dit quant a ladite tante, que jamais il a ehu seulement intention de la cognoistre, mais bien dite Magdelaine , qui, estant devenue enceinte, dit que l’enfant luy appartenoit, ce que estant venu a nottice au seigneur bailly, fut re cerché pour l’offence qu po ur laquelle il accorda avant que l’enfant fut nay."
3798,"Mais quelque temps aprés la naissance, avoir apprins de quelques femmes que dite Magdelaine leur avoit dit qu’elle craingnoit d’avoir faict tort audit detenu, que si bien icelluy l’avoit cognue, que Pierre Marmod en avoit faict le mesme, ne sçachant a qui des deux cet enfants appartenoit."
3799,"Prie messeigneurs de pardon, soustenant estre accusé a tort pour faict de sorcellerie et autres crimes ."
3800,"Jean , fils de Jean Jolion , acculpé pour cas de sorcel lerie , en veut estre innocent."
3801,"Deßwegen wylen das examen schlechter ertragenheit , ist ledig mit abtrag des kostens."
3802,"Annilli Piccand , wider die niemand nichts bößes, sonder alles gutts sagt, ist auch ledig ."
3803,"Jean Jolion, der vatter, soll ernstig examiniert werden über das nüw examen ohne tortur ."
3804,Ad referendum .
3805,"Thurn , 4 ten 1647 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
3806,Hr burgermeister Gemeint ist Hans Reynold .
3807,", junker von Tornier Hr Schaller Solvit ."
3808,"Jean Jolyon le pere , musnier de Farvagnier , qui desja avant peu at soustenu le droict imperial , derechef sur faict de sortilege estroictement examiné, et specialement sy ce luy a Corbiere , dernierement soupplicié, ne l’a voit accoulpé d’avoir esté au Gybliaux ensem blement a la secte ; veritablement dict iceluy l’avoir accusé, mais fausement, entant l’avoir jamais envisagé veu qu’en la confrontation d’iceluy, et estre aussy un’autre nommé Bataillier , lequel un intitulé musnier de Farvagnier , dont le detenu de Corbiere disoit estre de noire et bazanee face, mesmement la com mune aulcunement soubçonner sa vie estre contrariante a son debvoir."
3809,"Interrogé en oultre si en sortant de la prison avec Pie re Guilling n’auroit proferu que si messeigneurs du droict luy eussent ulterieurement donné la question , qu’il seroit esté contrainct a cause des insoupportables douleurs et convulsions de la gesne de deceler son crime ; reparty tenant la negative, qu’il le confesseroit franchement s’il auroit prononcé semblables parolles."
3810,"En quis de quelle maladie son fils Jorge estoit atteinct et s’il ne l’avoit espouvanté ou don né de sa poussette ensorcellee pour luy causer la mort ; allegue sa maladie estre prove nue du froid qui le faisit a Noel et a Pentecoste, tellement estre devenu enflé qu’il decedat avant un mois , pour luy n’en estre aulcunement cause, ains avoir achepté des onguents d’une Bourguionode pour la guerison de son enfant."
3811,"Demandé s’il n’avoi r t demeuré a un moulin riere Massonens et y veut un cheval , de nuict, de feu , nom mé Jolion , et le monté, mesmement s’il n’avoit gousté avec ceux qui ont charié des chaisnes , leur donnant un plat de chair, du quel y servit les autres, jectant sa part dessoubz la table, aux chiens ou chats , et tendant le premier morceau au maling ; confesse d’estre demeuré audit Massonens environ 26 ou 25 anns , mais d’avoir veu un semblable cheval et le monté, que ne cela se pourat jamais conster, ains toutsjours preveu et gardé le moulin."
3812,"Concernant la viande, dict n’avoir servy les autres, que soy mesme, et donné aulcune chose aux chiens, moings au diable ."
3813,"Examiné plus outre s’il n’at dict, estant aux es Combes Il existe plusieurs toponymes de ce type dans le canton de Fribourg, mais selon les autres mentions de lieux faites dans le procès, il pourrait s’agir des Combes , près de Farvagny , ou des Combes , entre Farvagny et Massonnens ."
3814,a la moisson : « Pleust a Dieu que vous paussiez engranger utre avoyne comme le bled !
3815,"», et bientost aprés l’avoine fust tempestee ; as sere d’avoir proferu ces paroles, toutesfois pour le meilleur et non pour les dommager, n’est ant homme de semblable vie."
3816,"Souppliant que Dieu veule inspirer les coeurs des ces tesmoings , a celle fin que messeigneurs puissent apprendre la verité du sujet."
3817,"Gefangne Jean Jolion, der alte , müller , der hexery wegen angeben, hatt nichts wöllen bekhennen ."
3818,"Der lütenambt unnd curial von Corbers sollen hinab bescheiden werden, die beschaffenheit der angebung unnd confrontation zu erklären."
3819,Gefangner Ce passage concerne un autre individu.
3820,"Jean Jolion, der vatter , müller zu Fawernach , wylen etliche bedencken sind wider die anklag unnd confrontation, ist ledig mit abtrag kostens unnd in syn huß confiniert ."
3821,"Hr Reynoldt Caspar Techterman , Stutz Schaller Des Granges , Vonderweydt Ce passage concerne les procès menés contre Madeleine Gillet-Richod , Catherine Fruyo-Magnin et Jacques Débieux ."
3822,"Voir SSRQ FR I/2/8 132.3-1 , SSRQ FR I/2/8 135.2-1 , SSRQ FR I/2/8 134.2-1 ."
3823,"Jean Jollion , meusnier de Farvagnye , aagé plus ou moings de 65 ans, ne sçait la cause de sa detention, si non que luy ayant monsieur le balliff dit que c’estoit le voulloir de messeigneurs de soy rendre prisonnier pour estre soubzçonnee de sorcellerie , quoy en tendant, obeyt incontinent , mais que ceux qui l’en accusent luy font mechamment tort, disant n’avoir jamais commis semblable forfaict, ny maleficié gens ou bestail ; estre bien vray que beau coup perdoient des chevaux , et luy mesme en ehut un qui mecheut avant peu de temps sans sçavoir d’ou cela procede."
3824,"Si bien son beau fils et autres parents luy viendrent une fois dire qu’on le soub çonnoit pour cas de sortilege , et s’il s’en trouvoit attainct devoir se retirer de tous advenements et dangers, si, pourtant ne voullut aucunement s’en aller, pour estre, nonobstant tel soubçon (par lequel il luy arrive grand tort, homme de bien et d’honneur)."
3825,"Lors que leur curé defunct estoit malade, Anthoy ne Piccand estre allé vers luy et demandé s’il n’avoit soubzçon sur le detenu ?"
3826,"Lequel respondit que non, ce que ledit Piccand luy raconta par aprés, pour avoir ehu cy devant soub çon sur luy."
3827,"Quand a la femme du grosmestral, qui long temps a estee malade, ne sçait qui luy a causé le mal, si non a ce que Jean Piccand luy dit une fois qu’on soubçonnoit sur Collard Cugniet Son procès est imbriqué dans celui de Clauda Mury-Favre , qui l’a dénoncé."
3828,Voir SSRQ FR I/2/8 130.0-1 .
3829,", qui a esté il n’a guere prisonnier en ceste ville."
3830,"Et luy le detenu voullant avant 2 ans en temps des neiges faire mener avec un traineau une grosse piece de chesne pour en faire un battiaux, il ne peust, non obstant 10 ou 12 hommes et trois applois , aucunement emmener ledit chesne , qui portant se debvoit pouvoir trainner par moings de gens et chevaux , ce qu’estonnoit tous ceux qu’y estoient, mais a la fin par l’inven tion de l’un d’iceux, se servirent de deux ais , qu’ils misrent sous ledit chesne , et les chevaux le tiroient tant que les ais s’estendoient, mais non plus, tellement qu’ils leur fallut ainsin mener ledit chesne hors du champ qu’estoit dudit Cugniet , sans touttefois sçavoir d’ou cela provenoit."
3831,"Soustient enfin a la simple corde n’avoir jamais commis actes dont on l’accuse, ains s’estre tousjours comporté en homme de bien et mesnagé son faict sans faire tort a personne, que plusieurs sont envieux du peu des moiens qu’il a, et demandant par don a messeigneurs a pleuré amerement."
3832,"Gefangne Ce passage concerne les procès menés contre Madeleine Gillet-Richod , Catherine Fruyo-Magnin et Jacques Débieux ."
3833,"Voir SSRQ FR I/2/8 132.4-1 , SSRQ FR I/2/8 135.3-1 , SSRQ FR I/2/8 134.3-1 ."
3834,"Jean Jolion , musnier de Farvagnie , welcher glychfahls umb die strudlery beklagt wirdt, ist auch lär uffgezogen worden, aber ohne bekhandtnus ."
3835,Ist ein 65 jähriger man.
3836,"Man soll wider ihne auch fürfahren , darzu das gricht gwalt hatt."
3837,"Thurn , 30 ten augusti 1647 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
3838,"Hr burgermeister Reynoldt Caspar Techterman , Schaller Des Granges , Vonderweydt Ce passage concerne le procès mené contre Jacques Débieux ."
3839,Voir SSRQ FR I/2/8 134.6-1 .
3840,"Jean Jollion , le meusnier de Farvagnye , derechef examiné et torturé deux fois avec la petite pierre , dit et soustient n’estre aucunement sorcier , n’avoir oncques maleficié ny gens, ny bestail, que luy mesme a perdu une jument vaillant 16 pistoles , et d’autre bestail jusques a la concurrence de 100  ."
3841,"Si bien il au roit par fois demandé que les chevaulx de Claude Brodard et d’autres, qui estoient malades, faisoient, n’y avoir pensé a mal, ains dit par compassion estre marry d’entendre la perte d’autruy et principalement de ses voisins."
3842,"Que si ledit Brodard , Jean Piccand et d’autres (lesquels il ne pretend jamais avoir offensé, ny occasioné de mesdire de luy) ont dit quelque chose au desad vantage de son honneur, prie messeigneurs les luy vouloir sur les frais du tort ayant faire venir par devant, afin de pouvoir, avec vives parroles, desmesler son bon droit avec eux, mais comme n’ayant subject de l’accuser, ny soubçonner en rien que ce soit, ne croit qu’iceux, ny Taglener et d’autres, luy soustiendront tels propos devant, sçachants bien dans leurs ames qu’ils luy fairoient tort, de mesme aussy Claude Corboz , qui l’ayant desja avant 17 ans dans un debat nommé Au-dessus de « nommé » figure le chiffre « 2 »."
3843,"et injurié sorcier , s’en fallut repentir et accorder avec luy pour l’avoir diffamé mal a propos."
3844,"Gefangne Jehan Jolion , wider welchen zwar andere informationes ankhommen, der wil aber nütt bekhennen , ungeacht er zwey mahl mit dem halben zendner uffgezogen worden gestrigs tags."
3845,Mit gedult muß man furfahren .
3846,"Syn sohn François uff Jaquemard , mögend aber mine herren des gerichts ihne ußherlaßen."
3847,Der nächste Abschnitt betrifft den Prozess gegen Jacques Débieux .
3848,SSRQ FR I/2/8 134.7-1 .
3849,Hr Reynoldt Vonderweydt Ce passage concerne les procès menés contre Catherine Fruyo-Magnin et Madeleine Gillet-Richod .
3850,"Voir SSRQ FR I/2/8 135.6-1 , SSRQ FR I/2/8 132.7-1 ."
3851,"Jean Jollion , torturé la troisiesme fois avec le demy quintal et interrogé sur les principaux points de l’ inquisition , n’a rien voullu recognoistre, disant estre vray que du temps de monsieur Schaller , jadis balliff de Farvagnie , la relicte de Jean Mullet , sa pupille, luy vient un mattin avant son levé dire que le loup luy avoit tué et partie mangé sa vache , s’en pleingnant grandement et disant que en la sortant de le estable, tous les mattins avoit de coustume de luy faire le signe de la croix dessus, ce que peut estre l’avoit guarantie de tous inconvenients jusquez au present, pour i avoir le jour de le accident obmis par oubly ledit signe."
3852,"Surquoy luy avoir reparty que c’estoit chose bonne et saincte de faire la croix, mais jamais proferu, ny dit que ce n’estoit rien que la croix."
3853,"Au contraire, que c’estoit le principal signe d’un catholique , et entendant que le loup ne debvoit estre que aux es bois tout proche dudit Farvagnie , les communiers de divers villages, aprés avoir comme de coustume estenduz et dressé leurs filets et pourchassé la beste avec bruit et son de tambour, en fisrent proye."
3854,Cette chasse au loup est aussi évoquée par Isabelle Grosset-Fornerod .
3855,Voir SSRQ FR I/2/8 136.3-1 .
3856,"Au jour que les mestraulx s’en saisirent et le menarent prisonnier en ceste ville, confesse avoir vrayement dit que Dieu veuille que les mauvais ne menent les bons, c’est a dire que les cul pables estoient cause de la saisie des inculpables, et aussy faict dire que ses domestiques luy debvoient porter des ha bits de drap s , de crainte d’avoir froid dans ceux qu’il avoit mis, qui estoient de toile, estant grandement subject et affligé a la collique, mais sans aucune mauvaise intention, ny pour autre subject que pour soy conserver du d froid et dite maladie."
3857,"La raison pourquoy il auroit dit a ses gens qu’ils sçavoient bien pourquoy on l’emprisonnoit, n’est autre si non sur ce qu’on le soubçonnoit et murmuroit sur luy, mais a tort, soustenant n’avoir onques commis crime de sorcelerie , ny mesme ehu telle mauvaise intention, que Dieu l’en preserve plus oultre."
3858,Gefangne Ce passage concerne les procès menés contre Catherine Fruyo-Magnin et Madeleine Gillet-Richod .
3859,"Voir SSRQ FR I/2/8 135.7-1 , SSRQ FR I/2/8 132.8-1 ."
3860,"Gefangne Le titre est ici répété, mais cette entrée suit bel et bien les mentions relatives aux individus évoqués à la note précédente."
3861,"Jean Jolion , der müller , will auch nichts bekhennen ."
3862,Man soll fürfahren mit dem zentner .
3863,"Thurn , 4 ten septembris 1647 Hr großweibel Gemeint ist Hans Rudolf Vonderweid ."
3864,"Hr Reynoldt , junker von Torny Caßpar Techterman , Stutz Schaller Des Granges , Vonderweydt Solvit ."
3865,"Jean Jollion a enduré deux fois la gehenne du quintal sans aucune confession , disant estre tout a faict innocent en faict de sortilege , et puis que aucuns envieux et malveuilants l’ac cusent des crimes que jamais se trouveront estre veritables, vouldroit mieux que jamais il n’eut faict son sejour a Farvagnie , y ayant tousjours esté malvoluz , a cause des gouvernances et proces intentés pour la defence des femmes vefves et orphe lins, ses pupils, et principalement de ce que des 18 ans en ça il auroit tousjours ehu le diexme de messeigneurs, pour le quel il ne s’auroit onques voullu accorder avec d’autres, ce que peut estre ehut redondé a la perte et desadvantage de Leursdites Excellences ."
3866,"Ce qu’il dit au maistre executeur a la visite de son corps, si la chose soy portoit bien, n’y avoir pensé en mal, estant bien asseuré qu’il ne trouveroit aucune marque diabolique , pour n’avoir, Dieu loué, faict et donné le subject, ny onques veu le maling esprit ."
3867,"Lors que, luy ayant le loup tué et partie devoré une sienne vache desja avant quelque temps, et l’ayant visitee presents beaucoup des mannans du lieu, et de Girnilles , s’estonna grandement et tous les autres que les chiens ne vol lurent oncques manger le reste dedite vache , ne sçachant d’ou cela provenoit."
3868,"Prie messeigneurs le voulloir envoyer envoyer ou il leur plaira et mesmement bannir si l’a merité, avant que de le plus tormenter ."
3869,Crie Mercy .
3870,Le passage qui suit concerne le procès mené contre Catherine Fruyo-Magnin .
3871,Voir SSRQ FR I/2/8 135.8-1 .
3872,SSRQ FR I/2/8 134.1-1 SSRQ FR I/2/8 134.2-1 SSRQ FR I/2/8 134.3-1 SSRQ FR I/2/8 134.4-1 SSRQ FR I/2/8 134.5-1 SSRQ FR I/2/8 134.6-1 SSRQ FR I/2/8 134.7-1 SSRQ FR I/2/8 134.8-1 SSRQ FR I/2/8 134.9-1 SSRQ FR I/2/8 134.10-1 SSRQ FR I/2/8 134.11-1
3873,"Proces Fawernach Jaque Debieux de Chavanes , der hexery wegen einge zogen, deren er luth examens sehr verdacht ist."
3874,Darüber soll er examiniert unnd lär 3 mahl uffgezogen werden.
3875,Voir SSRQ FR I/2/8 135.1-1 .
3876,"Gefangne Ce passage concerne le procès mené contre Jean Jolion , Antoine Fruyo et Catherine Fruyo-Magnin ."
3877,"Voir SSRQ FR I/2/8 133.15-1 , SSRQ FR I/2/8 135.12-1 ."
3878,"Jaque Debieux , wider welchen das examen ring ist."
3879,Ledig mit abtrag kostens.
3880,Le passage qui suit concerne les procès menés contre Madeleine Gillet-Richod .
3881,Voir SSRQ FR I/2/8 132.10-1 .
3882,"Hr Reynoldt Caspar Techterman , Stutz Schaller Des Granges , Vonderweydt Ce passage concerne les procès menés contre Madeleine Gillet-Richod et Catherine Fruyo-Magnin ."
3883,"Voir SSRQ FR I/2/8 132.3-1 , SSRQ FR I/2/8 135.2-1 ."
3884,"Junker von Torny Jaques Debieux de Chavannes sous Orsonnens , qui est sourd et dit avoir trois enfants muets et sourds sans se pouvoir au cunement conduire, de son estat un charron , examiné et torturé comme les devant nommeez, n’a rien voullu confesser , disant estre innocent du sortilege duquel il est quelquement soub çonné ; ne sçavoir autre secret pour prendre les escrevisses que les autres qui les prennent avec grenouilles escorchees, attachees a un baston fendu, mais ce qu’il bat de pied sur le gazon, n’est autre sinon pour les faire sortir hors leurs tannieres."
3885,"N’estre vray que jamais il ait usé aucun moien illicite pour les prendre, ny veu qu’une escrevisse noire ait chassé les autres dans le filet, que ce ne sont que des envieux, qui, n’ayant la chanse comme luy, inventent mille mensonges contre luy, et lors qu’ils sçavent qu’il en a pris et mis dans son reservoir pour les porter a monsieur le ballif, ils les luy vien nent prendre, ce qu’il luy est arrivé plusieurs fois."
3886,"Lors que venant de Romond , un jour de foire, avec plus de 30 paisants, et l’ayant su les Pourvians cerché a debat sur les chemins a cause de certaines graines, mesmement l’un d’iceux luy estant sauté sus pour le battre, nye d’avoir demandé le maling en ayde, ny dit a Caspar Pourvian , qui gardoit leurs legumes a cause du sanglier avec un autre paisan, qu’il deut aller a la secte avec luy, n’y ayant, Dieu mercy, jamais esté, ne sçachant que secte n’at a dire."
3887,"Quand la cure de Berlens fut bruslee, n’avoir dit qu’il avoit crainte que sa mere fut sorciere , estant icelle morte femme d’honneur, ny qu’il pouvoit avec un sien garçon cueillir trois sacs de glands avant le disné."
3888,"Nye aussy d’avoir malmené ou battu sa soeur, mais bien dit q’elle devoit aller vers ceux de Chavanes qui avoient son bien, sçavoir 300  , ne la voullant plus entretenir pour rien, et comme elle estoit ordinairement valletudinaire, aprés estre confessee et dhuement administree, mourut sans que luy ny personne luy ait occasioné la mort."
3889,"Pour guarir les estranguillons aux chevaux , n’avoir usé d’autre remede que avec un sachet d’orge cuit, qu’il leur appliquoit tout chaud a la guele et narines, et jamais faict aucun mal a personne."
3890,Voir SSRQ FR I/2/8 133.3-1 .
3891,Gefangne Ce passage concerne les procès menés contre Madeleine Gillet-Richod et Catherine Fruyo-Magnin .
3892,"Voir SSRQ FR I/2/8 132.4-1 , SSRQ FR I/2/8 135.3-1 ."
3893,"Jaque Debieux , welchen das examen der h s trudlery auch ver denckt , mit dem seil lär uffgezogen , will auch nichts bekhennen ."
3894,"Unnd kombt noch mehrere information von Remont här, dessentwegen soll man mit dem halben zentner fürfahren ."
3895,Voir SSRQ FR I/2/8 133.4-1 .
3896,"Thurn , 29 ten augusti 47 , Rumy Hr burgermeister Reynoldt Caspar Techterman , Schaller Des Granges , Vonderweydt Ce passage concerne les procès menés contre Madeleine Gillet-Richod et Catherine Fruyo-Magnin ."
3897,"Voir SSRQ FR I/2/8 132.5-1 , SSRQ FR I/2/8 135.4-1 ."
3898,"Jaquez Debieux gehenné deux fois avec le demy quintal , demeure opiniastre dans sa negative, sans rien varier, et dit que personne l’a jamais injurié et nommé sorcier , que a present, mais qu’il luy arrive tort."
3899,"Nye aussy d’avoir oncques battu, ny malmené sa soeur, qui dés son enfance a tousjours estee hors de sens et valletudinaire, et morte aprés estre dheuement administree, sans que luy ny personne l’ait battu et causé sa mort."
3900,"Voir SSRQ FR I/2/8 132.6-1 , SSRQ FR I/2/8 135.5-1 ."
3901,Jaque Debieux will auch unschuldig syn.
3902,Man soll der gestrigen urthell nachgehen.
3903,"Hr burgermeister Reynoldt Caßpar Techterman , Schaller Des Granges , Vonderweydt Jaques Debieux , qui suivant la relation du maistre ne soy trouvé point marqué , a soustenu la torture du demy quintal sans rien confesser et dit que le bruit et cry qu’on doit avoir entendu de nuict chez luy, n’est autre sinon que parfois sa soeur, qui de tout temps ast estee insensee, crie et hurle de nuict sans comparai son comme une beste."
3904,"Le debat ehmeu entre luy et les Pourviants , venant avec plus de 30 ou 40 personnes de la foire de Romond , avoir esté moderé et accordé par Franceois Blanc , Jean du Moullin de Villaz L’identification du lieu est incertaine."
3905,Il pourrait s’agir de Villaz-Saint-Pierre .
3906,", Pierre Zilliet et d’autres, sans que jamais il ait demandé le maling esprit en ayde."
3907,"Que si Claude Gué , qui doit avoir mesdit de luy touchant certaine vache , luy ehu dit qu’il la luy avoit maleficié , infalliblement il luy ehut baillé un coup de poing par la teste, sçachant bien que luy et d’autres l’accusent faulsement."
3908,"A promis, si Dieu par sa toutte puissance le desliuvre hors de cet grand malheur ou il est maintenant, de offrir un pain benist a l’eglyse d’ Orsonnens , une liuvre d’ ouure et faire chanter un Salue a la Chartreuse Il pourrait s’agir du couvent chartreux de La Valsainte ."
3909,", et d’accomplir des voyages ça et la dans des saints lieux, a fin qu’il plaise a Dieu de l’assister en son innocence."
3910,Voir SSRQ FR I/2/8 133.5-1 .
3911,Dißem Debieux hab end myn gnädige herren den kosten nachgelassen wegen seiner ynfältigen armen khindern .
3912,Gefangne Dieser Abschnitt betrifft den Prozess gegen Jean Jolion .
3913,SSRQ FR I/2/8 133.6-1 .
3914,Jehan Debieu Le greffier a commis une erreur : il s’agit bien de Jacques Débieux .
3915,"mit dem halben zendner uffzogen , wil auch un schuldig syn."
3916,Man soll mit ihme etwas zytt inhalten.
3917,Jaque Debieux des gefangnen khinder bittend für den vatter.
3918,"Der vatter ist yngestellt, unnd den khinderen jedem ein mitschen uß dem Spittal unnd ein kronen gelts von dem ambtsman."
3919,Voir SSRQ FR I/2/8 132.9-1 .
3920,", die yngestelt worden, megen sie wider sie für fahren ."
3921,SSRQ FR I/2/8 135.1-1 SSRQ FR I/2/8 135.2-1 SSRQ FR I/2/8 135.3-1 SSRQ FR I/2/8 135.4-1 SSRQ FR I/2/8 135.5-1 SSRQ FR I/2/8 135.6-1 SSRQ FR I/2/8 135.7-1 SSRQ FR I/2/8 135.8-1 SSRQ FR I/2/8 135.9-1 SSRQ FR I/2/8 135.10-1 SSRQ FR I/2/8 135.11-1 SSRQ FR I/2/8 135.12-1 SSRQ FR I/2/8 135.13-1 SSRQ FR I/2/8 135.14-1 SSRQ FR I/2/8 135.15-1
3922,Proces Fawernach Ce passage concerne le procès mené contre Jacques Débieux .
3923,Voir SSRQ FR I/2/8 134.1-1 .
3924,"Catherine , relicte de Jean Fryoud de Villardsiviriaux , umb glyche ursach Wegen Hexerei."
3925,yngezogen.
3926,Mit deren soll man proce dieren wie mit dem anderen.
3927,Sie wird verhört und gefoltert.
3928,Gefangne Der Catherine Magnin sohn Il s’agit d’ Antoine Fruyo soll nach discretion getümlet werden.
3929,"Le passage qui suit concerne les procès menés contre Jean Jolion , Isabelle Grosset-Fornerod , Jacques Débieux et Madeleine Gillet-Richod ."
3930,"Voir SSRQ FR I/2/8 133.13-1 , SSRQ FR I/2/8 136.2-1 , SSRQ FR I/2/8 134.9-1 , SSRQ FR I/2/8 132.9-1 ."
3931,"Hr Reynoldt Caspar Techterman , Stutz Schaller Vonderweydt Ce passage concerne le procès mené contre Jean Jolion ."
3932,Voir SSRQ FR I/2/8 133.14-1 .
3933,"Ibidem Antheynoz Fryoud , fils de prenommee Catherine Magnyn , aagé de environ 11 a 12 ans , demande du deportement de sa mere et du sien, aprés avoir par commandement de monsieur le bourgermeister dheuement prié les oraisons necessaires a tous chrestiens catholiques , a dit que jamais il n’a rien apperceu de mal de sa mere, qu’icelle l’avoit instruict de prier et servir Dieu, et n’entrelaissoit d’aller pour le moings touttes les festes et dimanches ouyr la sainte messe."
3934,"Que jamais il a dit qu’il aymoit mieux porter fiente de cheval au col que le scapulaire , ny qu’il falloit (avec support) parfumer les privés d’encens, et qu’on mangoit en paradis des pies et corbeaux , mais bien qu’il y faisoit bon estre et qu’il y vouldroit desja estre."
